"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0305","Frit'star 2","Elektrische, witte frietketel met zwart, bakelieten onderstel en handgreep van Nova. Het toestel beschikt over een regelbare thermostaat, een aluminium ketel en 'lift-korf'. Op het toestel is voor verschillende gerechten de af te stellen temperatuur weergegeven.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","metaal","behuizing","","","","geheel","25","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0306","Fritex I","Elektrische frietketel in metaal met zwart, bakelieten onderstel en handgreep van Nova. Het toestel beschikt over een regelbare thermostaat waarbij de verschillende gerechten zijn weergegeven. Dit was de eerste frietketel die Nova op de markt bracht.","","Nova","producent","Tongeren","1957","","datum productie","","","metaal","geheel","","","","geheel","27","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0307","Fritex de luxe 2","Anti-reuk frituurpan met permanente en afwasbare filter, type 251 van Nova. Het toestel beschikt over een multifunctionele handgreep om de mand onder te dompelen, op te halen en de schudden zonder het deksel te openen. Het kijkvenster met verlichting wordt gebruikt om de inhoud te controleren tijdens het bakken. Dit zorgt voor dubbele veiligheid. 
Dit gaat om een opengesneden toestel waardoor de doorsnede van de frietketel zichtbaar is. Dit toestel werd gebruikt als toonmodel of maquette.","","Nova","producent","Tongeren","1985","","datum productie","","","metaal","omhulsel","","","","geheel","28","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","yoghurtketel","2017-0308","Yoghourt-maker","De ronde, volautomatische yoghurtbereider, type 552, is geschikt voor het bereiden van twee liter yoghurt. Het toestel heeft een gele kunststof onderzijde en een doorzichtig kunststof deksel. De negen yoghurtpotjes bestaan uit glas met een wit kunststof deksel. Nova kocht een deel van de apparaten aan bij andere bedrijven en verkocht deze onder het Nova-merk, waaronder de yoghurtmakers. Ze zijn te herkennen aan het typenummer dat begint met 5.","","Nova","uitvoerder","Tongeren","1979","circa","datum uitvoering","","","polystyrene (pp)","deksel","","","","geheel","14","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","yoghurtketel","2017-0309","Blauwe yoghurtmaker","Langwerpige, volautomatische yoghurtbereider met een witte kunststof onderzijde en blauw kunststof deksel van Nova. De vijf potjes zijn uitgevoerd in wit melkglas, zonder dekseltjes. Bovenaan het blauwe deksel is een draaischakelaar.
Nova kocht een deel van de apparaten aan bij andere bedrijven en verkocht deze onder het Nova-merk (te herkennen aan het typenummer dat begint met 5), waaronder ook de yoghurtmakers.","","Nova","producent","Tongeren","1985","circa","datum productie","1990","circa","polystyrene (pp)","deksel","","","","geheel","13","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","fornuis","2017-0311","Groen metalen fornuis","Elektrische kookplaat op een lichtgroene metalen onderstel met temperatuurregelaar in vier standen.","","Nova","producent","Tongeren","1950","circa","datum productie","","","asbest","geheel","","","","geheel","11","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","pan","2017-0312","Type 74","Elektrische steelpan op drie poten met rood deksel van Nova. Het toestel kan rechtstreeks op elektriciteit worden aangesloten en moet dus niet zoals een gewone bakpan op het fornuis geplaatst worden. Dit toestel past in het concept 'fun cooking ' dat in de jaren 1970 zijn intrede deed in de Vlaamse huiskamers. Koken moest niet alleen in de keuken gebeuren, maar kon ook aan tafel. Dit toestel is tevens de voorloper van het elektrische fondue-toestel, ontwikkeld door Nova.","","Nova","uitvoerder","Tongeren","1970","circa","datum uitvoering","1980","circa","metaal","geheel","","","","geheel","9","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","massageapparaat","2017-0314_0-5","77I","Het lichtblauwe massageapparaat van Nova werd geleverd met drie hulpstukken: een trilplaat met punten (oppervlaktebehandeling van het hele lichaam), met noppen (behandeling van cellulitis) en met een borstel (bevordering van de bloedsomloop). Het toestel kon aan- en uitgezet worden door middel van een knop vooraan. In de jaren 1960 kregen gezondheid, welzijn en uiterlijke schoonheid meer en meer aandacht. Een slanke taille, lange benen en een weelderige boezem werden in tijdschriften en reclames als schoonheidsideaal voor de vrouw naar voren geschoven. Er verschenen nieuwe producten en toestellen voor lichaamsverzorging, waaronder massageapparaten. Hoewel de verpakking van dit apparaat met de voorstelling van een gracieuze ballerina zich duidelijk richt op vrouwen, verwijst de gebruiksaanwijzing ook naar de atletische look bij mannen.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","","","","","","","","","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","scheerapparaat","2017-0315","Novashave 2","Wit elektrisch scheerapparaat met vier scheerkoppen.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","acrylonitrile-butadiene-styrene plastic (pp)","behuizing","","","","geheel","7","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","scheerapparaat","2017-0316_0-3","Novashave","Elektrisch scheerapparaat in wit en bruin met vier scheerkoppen met snoer in etui. Het apparaat werd ontworpen door Roger Riche, een medewerker van de Compagnie de L'Esthétique Industrielle (CEI), het Parijse ontwerpbureau van Raymond Loewy. Het toestel werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Riche, Roger","ontwerper","Parijs","1963","circa","datum uitvoering","","","","","","","","","","","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","kook- en verhittingsapparaat","2017-0317","Babysitter","Deze elektrische flessenwarmer, type 531, is geschikt voor het opwarmen van babyvoeding en warme dranken. Het toestel heeft een regelbare thermostaat (tot 90°C) en een controlelampje. Op de kunststof behuizing is een decoratieve rode bloem gekleefd. Op de kartonnen verpakking is de flessenwarmer met een andere bloem afgebeeld. Nova kocht een deel van het apparaten aan bij andere bedrijven en verkocht deze onder het Nova-merk. Die producten zijn te herkennen aan het typenummer dat begint met 5. Deze flessenwarmer werd dus niet bij Nova zelf ontwikkeld en geproduceerd.","","Nova","uitvoerder","Tongeren","1970","circa","datum uitvoering","1979","circa","polypropylene (pp)","constructie","","","","geheel","14","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","koffiemolen","2017-0318","Type 20","Elektrische koffiemolen met een solide metalen maatbeker, drukschakelaar, veiligheidsdeksel en dubbele isolering. De koffiemolen werd ontworpen door de Compagnie d'Esthétique Industrielle, het Parijse ontwerpbureau van Raymond Loewy. De koffiemolen kon 40 gram koffiebonen in twintig seconden malen.","","Compagnie de L'Esthétique Industrielle (CEI)","ontwerper","Parijs","1960","","datum ontwerp","","","acrylonitrile-butadiene-styrene plastic (pp)","behuizing","","","","geheel","175","cm","2016-08-16","schenking","Tongeren","","","","","","DMG_T_01337_ROOD","Bulk van lege productverpakkingen"
"Design Museum Gent","huishoudelijke apparaten","waterkoker","2017-0319","Elektrische waterketel","De elektrische waterkoker heeft een veiligheidsthermostaat en schakelt zichzelf automatisch uit bij algehele verdamping. Hij heeft een inhoud van twee liter. De waterkoker verscheen in een versie van één of twee liter. De waterkoker bevindt zich in de originele productverpakking met garantiebewijs.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","metaal","geheel","","","","geheel","19","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","warmhoudplaat","2017-0320","Nova Warmhoudplaat","Warmhoudplaat met zwarte handgreep aan de zijkant. De temperatuurselectie wordt geregeld door de thermostaat. Het toestel is geschikt voor het sudderen en warmhouden van voedsel. Originele productverpakking is aanwezig.","","Nova","producent","Tongeren","","","","","","metaal","plaat","","","","geheel","6","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2017-0321","Miniwash 2000 GT","De 'Miniwash 2000 GT' is de eerste miniwash die door Nova zelf ontwikkeld en geproduceerd werd. Het is een compacte wasmachine met een capaciteit van twee kilogram. Een miniwash werd gebruikt om een kleinere hoeveelheid kledij (max. twee kg) in een kortere tijdspanne te wassen. Dit toestel dient langs de bovenkant gevuld te worden en kan op verschillende standen worden gezet, van 2 tot 10 minuten. Binnenin bevindt zich een uitneembare kunststof trommel. Bij gebruik diende men de Miniwash in een badkuip of wasbekken te plaatsen en te vullen met water. Het toestel heeft een thermische beveiliging waardoor de motor uitvalt bij oververhitting.","","Nova","uitvoerder","Tongeren","1975","","datum uitvoering","","","polyolefin (pp)","constructie","","","","geheel","50","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2017-0322","Miniwash Super 2000","De 'Miniwash Super 2000' is de tweede versie van de Nova miniwash. Het is een compacte wasmachine in wit en oranje met alternerende draaibeweging. Het toestel heeft een spoelsysteem met hevelwerking en een minutenteller regelbaar tot tien minuten. Een miniwash werd gebruikt om een kleinere hoeveelheid kledij (max. twee kg) in een kortere tijdspanne te wassen.","","Nova","uitvoerder","Tongeren","1979","circa","datum uitvoering","1982","circa","polyolefin (pp)","constructie","","","","geheel","51","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2017-0324","Miniwash 1700","Compacte, witte wasmachine met oranje deksel met regelbare minutenteller en snoer. Dit toestel werd aangekocht bij Calor en onder het merk Nova verkocht. Het toestel bleek een populaire wasmachine om kleine hoeveelheden was in een korte tijdsperiode te wassen. Hierop ontwikkelde Nova zijn latere modellen miniwash met trommel, die ze ook zelf produceerden.","","Calor","uitvoerder","België","1970","","datum uitvoering","1975","circa","polyolefin (pp)","constructie","","","","geheel","50","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","haardroger","2017-0325","Hair Hostess 2","Deze elektrische grijze haardroogkap heeft vier standen en is voorzien van een automatische stroomonderbreker. De droogkap kon zowel aan de muur bevestigd worden als op een staander. Het toestel bevindt zich in de originele productverpakking waarop een vrouwengezicht is afgebeeld.","","Nova","uitvoerder","Tongeren","1965","circa","datum uitvoering","1972","","polycarbonate (pp)","doorschijnende ring","","","","geheel","17","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","haardroger","2017-0327","Groene haardroger","Groene haardroogkap uit kunststof. Het toestel kan ingesteld worden op gewenste hoogte en beschikt over een thermostaat. De haardroger werd aangeprezen als een stabiel en stevig model met afneembaar statief.","","Nova","uitvoerder","Tongeren","1960","circa","datum uitvoering","1970","circa","acrylonitrile-butadiene-styrene plastic (pp)","kap","","","","geheel","31","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","haardroger","2017-0328","Hair Hostess 3","Haardroogkap uit oranje en witte kunststof met regelbare thermostaat in vijf standen.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","1975","circa","polyolefin (pp)","constructie","","","","geheel","16","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","koffiezetapparaat","2017-0330","Granit 900 C150","Dit elektrische koffiezettoestel in bruin en wit, type 555, heeft een glazen schenkkan, een kunststof behuizing en een capaciteit van 1,5 liter. Het geheel bestaat uit een ophangfilter met aromakiezer voor middelsterke of sterke koffie, en een druppelstop. De kan staat op een warmhoudplaat en het snoer kan onder het apparaat opgerold worden.
Nova kocht een deel van de apparaten aan bij andere bedrijven en verkocht deze onder het Nova-merk, waaronder ook de koffiezetapparaten. Die producten zijn te herkennen aan het typenummer dat begint met 5.","","Nova","uitvoerder","Tongeren","1979","circa","datum uitvoering","","","styrene based polymer (pp)","behuizing","","","","geheel","32","cm","","onbekend","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0331","Novachef Electronic","Elektrische klopper/mixer in één apparaat met vier hulpstukken: twee kloppers/mengers en twee kneders. De Novachef maakte het mogelijk om voortaan met één toestel te kloppen, te hakken en te mengen. De staafmixer heeft drie snelheden. Het toestel heeft een uitdraaibare metalen mixstaaf en geslepen mes uit roestvrij staal. De Novachef werd in reclames aangeprezen door de Franse chef-kok Raymond Oliver. Sinds 1953 was Oliver bekend bij het grote publiek als kok in het televisiekookprogramma ‘Art et magie de la cuisine’. Vanaf de jaren 1950 maakte hij reclame voor de Novachef en andere producten van Nova. Hij zou tevens inspraak gehad hebben in de technische ontwikkeling van de Novachef. Bij aankoop ontving men een receptenboek van de kok. De mixer zit in de originele productverpakking met de gebruiksaanwijzing en het receptenboekje.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","1979","circa","polystyrene (pp)","maatbeker","","","","geheel","16","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0332","Novachef Type FT","Elektrische klopper/staafmixer in één apparaat met zes toebehoren: vier kloppers/mengers en twee kneders. De Novachef maakte het mogelijk om met één toestel te kloppen, te hakken en te mengen. De staafmixer heeft drie snelheden. Het toestel heeft een uitdraaibare metalen mixstaaf en geslepen mes uit roestvrij staal. De Novachef werd in reclames aangeprezen door de Franse chef-kok Raymond Oliver. Sinds 1953 was Oliver bekend bij het grote publiek als kok in het televisiekookprogramma ‘Art et magie de la cuisine’. Vanaf de jaren 1950 maakte hij reclame voor de Novachef en andere producten van Nova. Hij zou tevens inspraak gehad hebben in de technische ontwikkeling van de Novachef. Bij aankoop ontving men een receptenboek van de kok. De mixer zit in de originele productverpakking met de gebruiksaanwijzing en het receptenboekje.","","Nova","uitvoerder","Tongeren","1960","circa","datum uitvoering","1970","circa","polystyrene (pp)","maatbeker","","","","geheel","16","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0334","Novamix II","Elektrische handmixer in wit en beige met een speciale soepring, klopper, menger, snijschroef, beker en muursteun. Nova lanceerde haar bekende Novamix eind jaren 1950. Het ontwerp was van de Compagnie d'Esthétique Industrielle, het Parijse ontwerpbureau van Raymond Loewy. De mixer werd in reclames aangeprezen door de Franse chef-kok Raymond Oliver. Sinds 1953 was Oliver bekend bij het grote publiek als kok in het televisiekookprogramma ‘Art et magie de la cuisine’. Vanaf de jaren 1950 maakte hij reclame voor de Novamix en andere producten van Nova. Bij aankoop ontving men een receptenboek van de kok. De mixer werd gebruikt voor de bereiding van onder andere soepen, sauzen, mayonaises en desserten. In 1959 werd de Novamix II bekroond met het Gouden Kenteken.","","Compagnie de L'Esthétique Industrielle (CEI)","ontwerper","Parijs","1958","","datum ontwerp","1958","","polystyrene (pp)","maatbeker","","","","geheel","37","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0335","Novamix III type MR","Elektrische staafmixer in grijs met snijschroef. Deze mixer was op hetzelfde moment op de markt als de Novamix II en de Novachef.","","Nova","uitvoerder","Tongeren","1960","circa","datum uitvoering","1969","circa","polyethylene (pp)","kop","","","","geheel","35","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0336","Type 40","Deze elektrische mixer in oranje en wit kan bevestigd worden op een passende oranje beker. Mogelijk is dit de Nova Minichef, een kleine mixer die voornamelijk bedoeld was om mayonaise te maken.","","Nova","uitvoerder","Tongeren","1973","circa","datum uitvoering","","","acrylonitrile-butadiene-styrene plastic (pp)","oranje delen","","","","geheel","21","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0337","Wafelijzer op onderstel","Elektrisch wafelijzer voor het maken van dubbele wafels met verwisselbare bakvormen. Het toestel is bevestigd op een metalen onderstel en heeft een elektrische aansluiting op beide bakzijden. Het ijzer heeft een houten handvatje en de twee ronde schroeven boven- en onderaan om de bakplaten los te maken.","","Nova","producent","Tongeren","1945","circa","datum productie","1950","circa","metaal","geheel","","","","geheel","11","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0338_0-4","Multiplex","Elektrisch wafelijzer voor het maken van dubbele wafels. Aan beide zijden zijn er twee metalen schroeven om de vormen los te maken en te vervangen. De schroeven zijn gedecoreerd met een 'N'. Het wafelijzer heeft een bijhorende schaal waarop het ijzer vast gemonteerd is, een vork en een zwarte stoffen elektrische kabel.  In dezelfde reeks verscheen ook het wafelijzer Uniplex, dat geschikt was voor het bakken van een enkele wafel.","","Nova","producent","Luik (stad)","1947","circa","datum productie","1949","circa","","","","","","geheel","12","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0339","Dulex","Elektrisch wafelijzer met vaste bakvormen voor het bakken van dubbele wafels. Het toestel heeft een zwart bakelieten handvat met een witte knop om het ijzer te openen. Het wafelijzer heeft één pootje vooraan en twee aan de achterzijde. Op beide bakzijden is een elektrische aansluiting. Het wafelijzer behoort tot de serie wafelijzers 'Harmonie' van Nova, samen met de modellen Unilex, Unex en Multex. Allen werden ontworpen door het Parijse ontwerpbureau Compagnie d'Esthétique Industrielle van Raymond Loewy.","","Compagnie de L'Esthétique Industrielle (CEI)","ontwerper","Parijs","1957","","datum ontwerp","","","phenol-formaldehyde resin (pp)","handvat en staander","","","","geheel","14","cm","2016-08-16","schenking","Tongeren","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0341","Unilex","Elektrisch wafelijzer met vaste vormen en twee handvaten voor het bakken van een enkele wafel van Nova. Het toestel heeft twee zwarte bakelieten handvaten en een metalen voet waarover het toestel kan gekeerd worden. Op beide bakzijden is een elektrische aansluiting. Het wafelijzer hoort in een reeks toestellen die Nova rond 1950 op de markt bracht bestaande uit de Multex, Unilex, Unex, Dulex en Gaufrex.","","Nova","producent","Tongeren","1950","circa","datum productie","1955","circa","metaal","geheel","","","","geheel","14","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","broodrooster","2017-0345","Toast'ormatic","Elektrische pop-up broodrooster met timer en een witte schakelknop van Nova, type TA. De behuizing bestaat uit metaal en zwart bakeliet en heeft een vernieuwende hoekige vormgeving. Het toestel werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Nova","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","metaal","geheel","","","","geheel","16","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0348","Behuizing van een wafelijzer","Metalen behuizing van een Nova wafelijzer, vermoedelijk van model Duplex. Beide onderdelen zijn identiek.","","Nova","producent","Tongeren","1949","vermoedelijk","datum productie","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0349","Bakplaat voor wafelijzer met kleine piramidevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0350","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0351","Bakplaat voor wafelijzer met madeleinvormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0352","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0353","Bakplaat voor wafelijzer met grote trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","4","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0354","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0355","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0356","Bakplaat voor wafelijzer met kleine trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0357","Bakplaat voor wafelijzer met kleine piramidevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0358","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0359","Bakplaat voor wafelijzer met kleine piramidevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0360","Bakplaat voor wafelijzer met grote trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0361","Bakplaat voor wafelijzer met grote trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0362","Bakplaat voor wafelijzer met kleine piramidevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0363","Bakplaat voor wafelijzer met kleine trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0364","Bakplaat voor wafelijzer met kleine trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0365","Bakplaat voor wafelijzer met kleine trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0366","Bakplaat voor wafelijzer met cirkelvormige mal","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","4","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0367","Bakplaat voor wafelijzer met grote trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0368","Bakplaat voor wafelijzer met kleine trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0369","Bakplaat voor wafelijzer met grote trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0370","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0371","Bakplaat voor wafelijzer met kleine piramidevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0372","Bakplaat voor wafelijzer met trapezevormen","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","2.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0375","Vier bakplaten voor wafelijzer in verpakking","2 x 2 wafelijzervormen met verschillende vormgroottes, verpakt in papier.","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","4.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0376","Goudgelakte Bakplaat voor wafelijzer met grote trapezevormen","Set van twee wafelijzervormen.","","","","","","","","","","metaal","geheel","","","","geheel","2","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","broodrooster","2017-0378","Toast'or","Elektrische halfautomatische openklapbare broodrooster uit metaal en met zwarte, bakelieten behuizing en onderstel. Door te draaien aan de witte schakelaar kunnen de deurtjes een voor een geopend worden. Het ontwerp is van de hand van de Compagnie d'Esthétique Industrielle, het Parijse ontwerpbureau van Raymond Loewy. Het toestel werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Loewy, Raymond","ontwerper","","1963","","datum ontwerp","1963","","phenol-formaldehyde resin (pp)","zwarte delen","","","","geheel","17.5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0380","Fritex II","Elektrische, witte frietketel met zwart, bakelieten onderstel en handgreep. Het deksel is vastgelijmd aan de ketel. Het toestel beschikt over een regelbare thermostaat, een aluminium ketel en een 'lift-korf'. De frietketen werd ontworpen door de bekende industrieel vormgever Raymond Loewy, die in deze periode ook nog een strijkijzer, vier wafelijzers, twee mixers, een broodrooster en een koffiemolen voor Nova ontwierp. De frietketel werd lang verkocht met receptenboek van de Franse TV-kok Raymond Oliver. Het ontwerp werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Loewy, Raymond","ontwerper","","1963","","datum uitvoering","1972","circa","phenol-formaldehyde resin (pp)","handvaten","","","","geheel","23","cm","2017","oningeschreven gevonden","","","","","","","",""
